#logger output
VAEAKF(
  (process_x): PreProcess(
    (fc1): Linear(in_features=4, out_features=32, bias=True)
    (fc2): Linear(in_features=32, out_features=32, bias=True)
  )
  (rnn): LSTM(32, 32)
  (gauss_decoder): DBlock(
    (fc1): Linear(in_features=32, out_features=64, bias=True)
    (fc2): Linear(in_features=32, out_features=64, bias=True)
    (fc_mu): Linear(in_features=64, out_features=1, bias=True)
    (fc_logsigma): Linear(in_features=64, out_features=1, bias=True)
  )
)
make train loader successfully
epoch-round = 2-25 with loss = 372683.6875 prepare time 0.0004 forward time 0.0029, forward percent89.1910%
epoch-round = 2-26 with loss = 765827.5625 prepare time 0.0004 forward time 0.0031, forward percent89.1994%
epoch-round = 2-27 with loss = 546905.1250 prepare time 0.0004 forward time 0.0029, forward percent89.1143%
epoch-round = 2-28 with loss = 631250.3750 prepare time 0.0003 forward time 0.0028, forward percent89.0699%
epoch-round = 2-29 with loss = 768440.6250 prepare time 0.0003 forward time 0.0020, forward percent87.7472%
epoch-round = 2-30 with loss = 576404.8125 prepare time 0.0004 forward time 0.0031, forward percent89.1883%
epoch-round = 2-31 with loss = 380634.4062 prepare time 0.0002 forward time 0.0021, forward percent89.6031%
epoch = 2 with train_loss = 900159.4031
epoch-round = 3-0 with loss = 422847.9375 prepare time 0.0005 forward time 0.0033, forward percent85.7715%
epoch-round = 3-1 with loss = 493011.2500 prepare time 0.0005 forward time 0.0025, forward percent84.7312%
epoch-round = 3-2 with loss = 449524.9062 prepare time 0.0005 forward time 0.0025, forward percent84.3075%
epoch-round = 3-3 with loss = 496508.0312 prepare time 0.0006 forward time 0.0045, forward percent88.5311%
epoch-round = 3-4 with loss = 594484.2500 prepare time 0.0005 forward time 0.0027, forward percent85.6948%
epoch-round = 3-5 with loss = 441005.9062 prepare time 0.0004 forward time 0.0020, forward percent83.0523%
epoch-round = 3-6 with loss = 501434.6875 prepare time 0.0005 forward time 0.0027, forward percent85.2024%
epoch-round = 3-7 with loss = 424486.0312 prepare time 0.0004 forward time 0.0028, forward percent86.3275%
epoch-round = 3-8 with loss = 495760.5312 prepare time 0.0005 forward time 0.0030, forward percent85.9410%
epoch-round = 3-9 with loss = 588863.5625 prepare time 0.0005 forward time 0.0027, forward percent85.5405%
epoch-round = 3-10 with loss = 552030.8125 prepare time 0.0004 forward time 0.0024, forward percent85.2659%
epoch-round = 3-11 with loss = 572490.5000 prepare time 0.0006 forward time 0.0051, forward percent89.1931%
epoch-round = 3-12 with loss = 531421.0000 prepare time 0.0003 forward time 0.0018, forward percent84.3739%
epoch-round = 3-13 with loss = 683585.8125 prepare time 0.0004 forward time 0.0024, forward percent85.1425%
epoch-round = 3-14 with loss = 585687.9375 prepare time 0.0004 forward time 0.0024, forward percent85.1080%
epoch-round = 3-15 with loss = 499388.7812 prepare time 0.0004 forward time 0.0023, forward percent85.9860%
epoch-round = 3-16 with loss = 722760.1250 prepare time 0.0003 forward time 0.0024, forward percent88.3787%
epoch-round = 3-17 with loss = 545784.2500 prepare time 0.0004 forward time 0.0030, forward percent89.2671%
epoch-round = 3-18 with loss = 619102.8125 prepare time 0.0004 forward time 0.0029, forward percent89.1235%
epoch-round = 3-19 with loss = 431665.0000 prepare time 0.0003 forward time 0.0025, forward percent88.9975%
epoch-round = 3-20 with loss = 616821.4375 prepare time 0.0003 forward time 0.0023, forward percent88.3944%
epoch-round = 3-21 with loss = 644101.8750 prepare time 0.0003 forward time 0.0024, forward percent88.6445%
epoch-round = 3-22 with loss = 510602.8750 prepare time 0.0003 forward time 0.0028, forward percent89.2099%
epoch-round = 3-23 with loss = 432424.0000 prepare time 0.0003 forward time 0.0026, forward percent89.0142%
epoch-round = 3-24 with loss = 488369.9375 prepare time 0.0003 forward time 0.0024, forward percent88.5390%
epoch-round = 3-25 with loss = 441481.5625 prepare time 0.0003 forward time 0.0024, forward percent88.8739%
epoch-round = 3-26 with loss = 607790.0000 prepare time 0.0003 forward time 0.0028, forward percent89.2710%
epoch-round = 3-27 with loss = 424910.5938 prepare time 0.0003 forward time 0.0026, forward percent89.1161%
epoch-round = 3-28 with loss = 508514.2500 prepare time 0.0003 forward time 0.0022, forward percent88.0398%
epoch-round = 3-29 with loss = 433063.6875 prepare time 0.0003 forward time 0.0026, forward percent89.3054%
epoch-round = 3-30 with loss = 548964.6250 prepare time 0.0003 forward time 0.0025, forward percent89.0378%
epoch-round = 3-31 with loss = 679344.6250 prepare time 0.0003 forward time 0.0024, forward percent90.1552%
epoch = 3 with train_loss = 849411.6797
epoch-round = 4-0 with loss = 567388.2500 prepare time 0.0005 forward time 0.0029, forward percent85.2666%
epoch-round = 4-1 with loss = 449622.5000 prepare time 0.0005 forward time 0.0028, forward percent86.1097%
epoch-round = 4-2 with loss = 542697.1250 prepare time 0.0004 forward time 0.0028, forward percent86.5560%
epoch-round = 4-3 with loss = 487347.5312 prepare time 0.0004 forward time 0.0028, forward percent86.2741%
epoch-round = 4-4 with loss = 596497.6250 prepare time 0.0004 forward time 0.0028, forward percent86.9847%
epoch-round = 4-5 with loss = 537746.6875 prepare time 0.0004 forward time 0.0021, forward percent84.6960%
epoch-round = 4-6 with loss = 588315.1250 prepare time 0.0005 forward time 0.0029, forward percent86.1076%
epoch-round = 4-7 with loss = 472683.7812 prepare time 0.0004 forward time 0.0026, forward percent85.4500%
epoch-round = 4-8 with loss = 436836.3438 prepare time 0.0005 forward time 0.0029, forward percent85.4241%
epoch-round = 4-9 with loss = 426681.0000 prepare time 0.0004 forward time 0.0027, forward percent86.3320%
epoch-round = 4-10 with loss = 400557.5938 prepare time 0.0004 forward time 0.0026, forward percent85.7867%
epoch-round = 4-11 with loss = 428409.4688 prepare time 0.0004 forward time 0.0026, forward percent85.7872%
epoch-round = 4-12 with loss = 475019.6250 prepare time 0.0004 forward time 0.0026, forward percent86.4861%
epoch-round = 4-13 with loss = 583243.6250 prepare time 0.0004 forward time 0.0026, forward percent85.7960%
epoch-round = 4-14 with loss = 468376.4062 prepare time 0.0004 forward time 0.0027, forward percent85.6913%
epoch-round = 4-15 with loss = 442536.5938 prepare time 0.0004 forward time 0.0026, forward percent85.4998%
epoch-round = 4-16 with loss = 505560.2500 prepare time 0.0003 forward time 0.0026, forward percent88.3597%
epoch-round = 4-17 with loss = 387443.1562 prepare time 0.0003 forward time 0.0027, forward percent89.1508%
epoch-round = 4-18 with loss = 461556.1562 prepare time 0.0003 forward time 0.0026, forward percent88.4982%
epoch-round = 4-19 with loss = 490148.7500 prepare time 0.0004 forward time 0.0028, forward percent88.9855%
epoch-round = 4-20 with loss = 580985.6250 prepare time 0.0003 forward time 0.0026, forward percent89.0475%
epoch-round = 4-21 with loss = 353574.6562 prepare time 0.0003 forward time 0.0026, forward percent88.4474%
epoch-round = 4-22 with loss = 498754.8750 prepare time 0.0003 forward time 0.0028, forward percent89.1327%
epoch-round = 4-23 with loss = 632086.1875 prepare time 0.0003 forward time 0.0028, forward percent89.0136%
epoch-round = 4-24 with loss = 457707.7812 prepare time 0.0003 forward time 0.0028, forward percent89.0649%
epoch-round = 4-25 with loss = 509236.5000 prepare time 0.0003 forward time 0.0026, forward percent88.9481%
epoch-round = 4-26 with loss = 485445.0312 prepare time 0.0004 forward time 0.0030, forward percent89.2793%
epoch-round = 4-27 with loss = 455784.5938 prepare time 0.0003 forward time 0.0029, forward percent89.4098%
epoch-round = 4-28 with loss = 458159.5938 prepare time 0.0003 forward time 0.0028, forward percent89.1588%
epoch-round = 4-29 with loss = 392040.4688 prepare time 0.0003 forward time 0.0028, forward percent89.0536%
